Combination	AUC
GWAS&H3K27ac&H3K36me3&non_neuroectoderm&placode&neural_crest	0.908123568
GWAS&H3K27ac&H3K4me2&H3K4me3&epidermal	0.908035482
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&placode&neural_crest	0.907989907
GWAS&H3K27me3&H3K4me1&placode&neural_crest	0.907715075
GWAS&H3K4me1&H3K4me2&H3K36me3&epidermal&placode	0.907653135
GWAS&H3K27ac&H3K4me2	0.907596308
GWAS&H3K27ac&H3K4me3&H3K36me3&non_neuroectoderm&placode&neural_crest	0.907526872
GWAS&H3K4me1&H3K4me2&epidermal&placode	0.907513206
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K4me3&H3K36me3&epidermal&placode&neural_crest	0.907495786
GWAS&H3K27me3&H3K4me1&H3K4me2&placode	0.907446684
GWAS&H3K36me3&non_neuroectoderm&epidermal&placode	0.907368142
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&non_neuroectoderm	0.907363964
GWAS&H3K27me3&H3K4me2&epidermal&neural_crest	0.907356485
GWAS&H3K27me3&H3K4me3&placode&neural_crest	0.907329027
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&epidermal&placode&neural_crest	0.90731344
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K4me3&non_neuroectoderm&neural_crest	0.907312784
GWAS	0.907260603
GWAS&H3K27ac&H3K4me2&H3K4me3&H3K36me3&epidermal&placode&neural_crest	0.907252267
GWAS&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm&neural_crest	0.907251006
GWAS&H3K27me3&non_neuroectoderm&epidermal&neural_crest	0.907216191
GWAS&H3K4me2&H3K36me3&placode	0.90718385
GWAS&H3K27me3&H3K4me2&H3K36me3&epidermal&neural_crest	0.907144855
GWAS&H3K27me3&H3K36me3&placode	0.907137452
GWAS&H3K27me3&H3K4me1&H3K36me3&non_neuroectoderm&placode&neural_crest	0.907007699
GWAS&H3K27ac&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&placode	0.906982543
GWAS&H3K4me2&H3K4me3&non_neuroectoderm&epidermal&placode&neural_crest	0.906976504
GWAS&H3K4me1&H3K4me3&H3K36me3&epidermal&placode&neural_crest	0.906894467
GWAS&H3K27ac&H3K27me3&H3K4me2&placode&neural_crest	0.906847533
GWAS&H3K4me2&H3K4me3&H3K36me3&epidermal&placode&neural_crest	0.906825061
GWAS&H3K27ac&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm&placode	0.906765473
GWAS&H3K4me3&non_neuroectoderm	0.906710031
GWAS&H3K27ac&H3K4me3&H3K36me3&placode&neural_crest	0.906684703
GWAS&H3K27ac&H3K36me3&non_neuroectoderm&epidermal&placode	0.906650827
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3&epidermal&neural_crest	0.906494494
GWAS&H3K27ac&H3K4me1&H3K4me3&epidermal&placode	0.906467029
GWAS&H3K27ac&H3K4me2&H3K4me3&placode&neural_crest	0.906436668
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2	0.906396571
GWAS&H3K27ac&H3K27me3&H3K4me2&epidermal&placode	0.906378233
GWAS&H3K27me3&H3K4me1&H3K4me3&H3K36me3	0.906323914
GWAS&H3K27ac&H3K4me3&H3K36me3&non_neuroectoderm&placode	0.906280542
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K4me3&neural_crest	0.906047238
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K36me3&non_neuroectoderm&placode&neural_crest	0.90603334
GWAS&H3K27me3&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&epidermal	0.906014038
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3	0.905965694
GWAS&H3K27me3&H3K4me3&H3K36me3&epidermal	0.90595048
GWAS&H3K27me3&H3K4me1&H3K4me3&epidermal&placode&neural_crest	0.905928034
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&placode	0.905894481
GWAS&H3K27me3&H3K4me2&placode&neural_crest	0.905872007
GWAS&H3K27ac&H3K4me1&H3K4me3&epidermal	0.905767569
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K36me3&epidermal	0.90574513
GWAS&H3K4me2&H3K4me3&non_neuroectoderm&placode	0.905636476
GWAS&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&placode	0.905608714
GWAS&H3K27me3	0.905579003
GWAS&H3K27me3&H3K4me1&H3K4me2&non_neuroectoderm&placode&neural_crest	0.905543822
GWAS&H3K27ac&H3K27me3&H3K4me3&H3K36me3&epidermal	0.905511682
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&epidermal&placode&neural_crest	0.905476717
GWAS&H3K27ac&H3K27me3&H3K4me2&non_neuroectoderm&epidermal	0.905454815
GWAS&H3K4me1&H3K4me2&H3K4me3&non_neuroectoderm&epidermal	0.905354022
GWAS&H3K4me1&H3K4me2&H3K4me3&placode&neural_crest	0.905310268
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K36me3	0.905305858
GWAS&H3K27ac&H3K4me3&H3K36me3&epidermal&placode	0.905295538
GWAS&H3K27ac&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&placode&neural_crest	0.905266007
GWAS&H3K4me1&epidermal&placode&neural_crest	0.905236201
GWAS&H3K27me3&H3K4me1&non_neuroectoderm&epidermal&placode&neural_crest	0.90507138
GWAS&H3K27me3&H3K4me1&H3K36me3	0.9050067
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&epidermal&neural_crest	0.904976898
GWAS&H3K27ac&H3K4me1&H3K4me3&non_neuroectoderm&placode	0.904899997
GWAS&H3K27ac&H3K4me2&H3K36me3&non_neuroectoderm	0.90489805
GWAS&H3K27ac&H3K4me1&H3K4me3&non_neuroectoderm&neural_crest	0.904798401
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm	0.904759362
GWAS&H3K4me1&H3K4me2&non_neuroectoderm&placode&neural_crest	0.904756587
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K36me3&non_neuroectoderm	0.904702976
GWAS&H3K4me2&H3K4me3&H3K36me3&placode	0.90455364
GWAS&H3K27me3&H3K4me3&H3K36me3&non_neuroectoderm&placode&neural_crest	0.904422506
GWAS&H3K27me3&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode	0.904402769
GWAS&H3K4me3&non_neuroectoderm&epidermal	0.90423747
GWAS&H3K27me3&H3K4me1&H3K36me3&epidermal&placode	0.904157472
GWAS&H3K4me2&H3K4me3&non_neuroectoderm&neural_crest	0.904128727
GWAS&H3K4me1	0.904119395
GWAS&H3K27ac&H3K4me1&H3K4me2&non_neuroectoderm	0.904094311
GWAS&H3K27me3&H3K4me1&epidermal&placode	0.904085793
GWAS&H3K27ac&H3K27me3&H3K36me3&non_neuroectoderm&placode&neural_crest	0.904060366
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K4me3&non_neuroectoderm&placode&neural_crest	0.904038185
GWAS&H3K4me1&H3K4me2&H3K4me3&H3K36me3&placode	0.904030502
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&epidermal&placode	0.904004436
GWAS&H3K27me3&H3K4me3&H3K36me3&placode	0.903803502
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K36me3	0.903784354
GWAS&H3K27ac&H3K27me3&H3K4me3&non_neuroectoderm&placode&neural_crest	0.90375987
GWAS&H3K27me3&H3K4me1&H3K4me3&non_neuroectoderm&placode&neural_crest	0.903745624
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&epidermal	0.903738896
GWAS&H3K27ac&H3K4me2&non_neuroectoderm&epidermal&neural_crest	0.903705679
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&non_neuroectoderm&epidermal	0.903645299
GWAS&non_neuroectoderm&epidermal	0.903594535
GWAS&H3K27me3&H3K4me1&H3K4me2	0.903566203
GWAS&H3K27ac&H3K27me3&placode&neural_crest	0.90332563
GWAS&H3K27me3&H3K4me1&H3K4me2&epidermal&placode&neural_crest	0.903318132
GWAS&H3K27me3&H3K4me2&H3K4me3&non_neuroectoderm&placode&neural_crest	0.903263072
GWAS&H3K27ac&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.903262034
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3&epidermal	0.903218451
GWAS&H3K27ac&H3K27me3&H3K4me3&non_neuroectoderm&epidermal&placode	0.903076188
GWAS&H3K27me3&H3K4me2&H3K4me3&epidermal&placode&neural_crest	0.903026117
GWAS&H3K27ac&H3K27me3&H3K4me3&H3K36me3&non_neuroectoderm&placode	0.902942661
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&H3K36me3&epidermal&neural_crest	0.902901475
GWAS&H3K27ac&H3K4me3&epidermal	0.902893887
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K36me3&epidermal&placode&neural_crest	0.902874047
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K36me3&placode&neural_crest	0.902803909
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&non_neuroectoderm&epidermal&placode	0.902509087
GWAS&H3K27ac&H3K4me2&non_neuroectoderm&neural_crest	0.902452034
GWAS&H3K27me3&H3K4me2&non_neuroectoderm&neural_crest	0.902359108
GWAS&H3K27me3&H3K4me1&H3K36me3&epidermal&placode&neural_crest	0.902200156
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K4me3&non_neuroectoderm&epidermal&placode	0.902119318
GWAS&H3K27me3&H3K4me2&non_neuroectoderm&epidermal&placode&neural_crest	0.902115191
GWAS&H3K36me3&non_neuroectoderm&neural_crest	0.902044811
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode	0.902011293
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&epidermal	0.90189065
GWAS&H3K27ac&H3K27me3&non_neuroectoderm&epidermal&placode&neural_crest	0.901852731
GWAS&H3K27ac&H3K4me3&placode	0.901813769
GWAS&H3K4me3&H3K36me3&placode	0.901778808
GWAS&H3K27me3&H3K4me2&epidermal&placode	0.901629855
GWAS&H3K27me3&H3K4me3&H3K36me3&epidermal&placode	0.901562395
GWAS&H3K27ac&H3K4me1&H3K36me3&non_neuroectoderm&epidermal	0.901550288
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3&epidermal&placode	0.901491151
GWAS&H3K4me1&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&epidermal	0.901473133
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.901339042
GWAS&H3K27ac&H3K4me1&H3K4me2&epidermal&placode	0.901268786
GWAS&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm&epidermal	0.901266931
GWAS&H3K4me3&epidermal	0.901188586
GWAS&H3K4me2&H3K4me3&non_neuroectoderm	0.901083448
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&epidermal	0.901062012
GWAS&H3K27ac&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm&epidermal	0.900972621
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K4me3&non_neuroectoderm&epidermal&placode&neural_crest	0.900971821
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K36me3&neural_crest	0.90096786
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.90086217
GWAS&H3K27ac&H3K4me2&H3K4me3&H3K36me3&placode&neural_crest	0.900830129
GWAS&H3K27me3&H3K4me3&H3K36me3&non_neuroectoderm&epidermal	0.900682348
GWAS&H3K27me3&H3K4me2&H3K4me3&non_neuroectoderm&epidermal&placode	0.900577487
GWAS&H3K27me3&H3K4me1&non_neuroectoderm	0.900525643
GWAS&H3K27ac&H3K27me3&H3K36me3&non_neuroectoderm&neural_crest	0.900383494
GWAS&H3K27me3&H3K36me3&non_neuroectoderm&placode&neural_crest	0.900378289
GWAS&H3K27me3&H3K4me3&H3K36me3&non_neuroectoderm&neural_crest	0.900283383
GWAS&H3K27me3&H3K4me2&H3K4me3&H3K36me3	0.900252319
GWAS&H3K27ac&H3K27me3&H3K4me3&non_neuroectoderm&epidermal&placode&neural_crest	0.900154255
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode	0.900115496
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K4me3&epidermal&placode	0.900012537
GWAS&H3K4me1&H3K4me2&H3K4me3&non_neuroectoderm&epidermal&placode&neural_crest	0.899969372
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&non_neuroectoderm&epidermal&neural_crest	0.899917496
GWAS&H3K4me1&H3K4me3&neural_crest	0.899884076
GWAS&H3K27me3&non_neuroectoderm&epidermal	0.899867812
GWAS&H3K4me2&placode&neural_crest	0.899681343
GWAS&H3K4me2&H3K36me3	0.899586153
GWAS&H3K27ac&H3K27me3&H3K4me3&H3K36me3&epidermal&neural_crest	0.899553336
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K4me3&epidermal&placode&neural_crest	0.899477256
GWAS&H3K27me3&H3K4me2&non_neuroectoderm&placode&neural_crest	0.899474665
GWAS&H3K27me3&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&placode	0.89942498
GWAS&H3K27ac&H3K4me2&H3K36me3&placode	0.899391789
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K4me3&epidermal&placode&neural_crest	0.899352474
GWAS&H3K27me3&H3K4me2&H3K36me3&epidermal&placode	0.899318811
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&epidermal&placode	0.899270513
GWAS&H3K27ac&H3K27me3&H3K4me2&non_neuroectoderm&neural_crest	0.899259559
GWAS&H3K27ac&non_neuroectoderm	0.899198411
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm	0.899148525
GWAS&H3K27ac&H3K27me3&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.899118093
GWAS&H3K27me3&H3K4me1&H3K4me3&placode&neural_crest	0.89903811
GWAS&H3K27ac&H3K4me2&H3K4me3&non_neuroectoderm&epidermal	0.899015323
GWAS&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.898990995
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&placode	0.898966343
GWAS&H3K27me3&placode&neural_crest	0.898949387
GWAS&H3K27ac&H3K4me1&H3K4me3&non_neuroectoderm&epidermal&placode	0.898947544
GWAS&H3K27ac&H3K4me2&H3K36me3&epidermal&placode	0.898931712
GWAS&H3K4me1&epidermal	0.89887324
GWAS&H3K4me1&H3K4me3&H3K36me3&epidermal&neural_crest	0.898743073
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K36me3&placode&neural_crest	0.898717152
GWAS&non_neuroectoderm&placode&neural_crest	0.898676585
GWAS&H3K27me3&H3K4me1&H3K36me3&neural_crest	0.898627235
GWAS&H3K4me1&H3K4me2&H3K4me3&epidermal&placode	0.898568945
GWAS&H3K27ac&H3K4me3&H3K36me3&non_neuroectoderm	0.898563155
GWAS&H3K27me3&H3K4me2&H3K36me3&non_neuroectoderm&neural_crest	0.898557944
GWAS&H3K27me3&H3K4me2&H3K4me3&H3K36me3&epidermal	0.898553762
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K4me3&non_neuroectoderm&placode	0.898553009
GWAS&H3K27ac&H3K4me1&epidermal&placode&neural_crest	0.898498359
GWAS&H3K27ac&H3K4me1&H3K4me3&non_neuroectoderm&epidermal&placode&neural_crest	0.89848894
GWAS&H3K4me3&epidermal&placode	0.898416864
GWAS&H3K4me1&H3K4me2&H3K4me3&placode	0.8984107
GWAS&H3K4me1&non_neuroectoderm&epidermal&placode&neural_crest	0.898409638
GWAS&H3K27ac&H3K4me2&placode&neural_crest	0.898389772
GWAS&H3K27ac&H3K4me2&H3K36me3&epidermal&neural_crest	0.898355125
GWAS&H3K27ac&H3K27me3&H3K4me3&H3K36me3&epidermal&placode	0.898248179
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&placode&neural_crest	0.898199436
GWAS&H3K4me3&neural_crest	0.898073008
GWAS&H3K27me3&H3K4me1&H3K4me2&non_neuroectoderm&epidermal&neural_crest	0.898027796
GWAS&H3K27ac&H3K4me1&H3K4me3&epidermal&placode&neural_crest	0.898000807
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K36me3&epidermal&neural_crest	0.897928394
GWAS&H3K4me1&H3K4me2&H3K4me3&epidermal&placode&neural_crest	0.89787397
GWAS&H3K27me3&H3K4me1&H3K4me3&H3K36me3&epidermal&neural_crest	0.897863298
GWAS&H3K27ac&H3K4me1&H3K36me3&non_neuroectoderm&neural_crest	0.897738873
GWAS&H3K27ac&H3K4me2&H3K4me3&H3K36me3&placode	0.897602259
GWAS&H3K27ac&H3K4me2&H3K4me3&H3K36me3&epidermal&neural_crest	0.897468038
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K4me3&non_neuroectoderm&epidermal&placode	0.897391419
GWAS&H3K27me3&H3K4me3&H3K36me3	0.897217184
GWAS&H3K27me3&H3K36me3&non_neuroectoderm&epidermal&placode	0.897188216
GWAS&H3K27me3&H3K4me1&H3K4me3&epidermal&neural_crest	0.897170521
GWAS&H3K27ac&H3K4me3&non_neuroectoderm&placode&neural_crest	0.897102425
GWAS&H3K27ac&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&epidermal	0.897010845
GWAS&H3K27me3&H3K4me2&placode	0.89698344
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&non_neuroectoderm&placode	0.896973878
GWAS&H3K27ac&H3K4me1&H3K36me3	0.896970722
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&neural_crest	0.896851007
GWAS&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&placode&neural_crest	0.896843986
GWAS&H3K27ac&H3K27me3&H3K4me2&epidermal	0.896839809
GWAS&H3K27me3&H3K4me1&H3K4me2&non_neuroectoderm	0.896819354
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K36me3&epidermal&placode&neural_crest	0.896709975
GWAS&H3K27ac&H3K4me1&H3K4me2&placode	0.896586667
GWAS&H3K4me2&H3K4me3	0.896572886
GWAS&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.896569739
GWAS&H3K27me3&H3K4me2&non_neuroectoderm&epidermal	0.896456125
GWAS&H3K27ac&H3K4me1&non_neuroectoderm&placode&neural_crest	0.896388823
GWAS&H3K4me1&H3K4me2&H3K36me3&neural_crest	0.896317022
GWAS&H3K4me1&H3K4me2&H3K36me3&placode	0.896298938
GWAS&epidermal&neural_crest	0.896286518
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.896216814
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3&neural_crest	0.896176545
GWAS&H3K27ac&placode&neural_crest	0.896147602
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K4me3&H3K36me3&epidermal&placode&neural_crest	0.896064614
GWAS&H3K27me3&H3K4me2&neural_crest	0.896016188
GWAS&H3K27ac&H3K4me3&H3K36me3&non_neuroectoderm&epidermal	0.895962741
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K4me3&epidermal&placode	0.895818679
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&placode	0.89577963
GWAS&non_neuroectoderm&epidermal&neural_crest	0.89571637
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K4me3&non_neuroectoderm&epidermal&placode	0.895660612
GWAS&H3K4me2&H3K4me3&epidermal&neural_crest	0.895632846
GWAS&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&neural_crest	0.8955724
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K36me3	0.895482412
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm	0.895444819
GWAS&H3K27ac&H3K4me2&epidermal	0.895154729
GWAS&H3K27ac&H3K27me3	0.895140967
GWAS&H3K27ac&H3K27me3&H3K36me3&non_neuroectoderm&epidermal&placode	0.895136488
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K36me3&epidermal&placode	0.895116337
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K36me3&non_neuroectoderm&neural_crest	0.895081045
GWAS&H3K27ac&H3K4me1&H3K36me3&non_neuroectoderm&placode&neural_crest	0.895077457
GWAS&H3K27me3&H3K4me1&H3K36me3&epidermal&neural_crest	0.895063653
GWAS&H3K27me3&H3K4me1&H3K36me3&non_neuroectoderm&epidermal&placode	0.895055449
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3&epidermal&placode&neural_crest	0.89498441
GWAS&H3K27ac&H3K27me3&H3K4me1&non_neuroectoderm&placode&neural_crest	0.894946736
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K4me3&epidermal	0.894936726
GWAS&H3K4me1&H3K4me3&non_neuroectoderm&neural_crest	0.894896967
GWAS&H3K27me3&H3K4me1&H3K4me2&placode&neural_crest	0.894866816
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K4me3&H3K36me3&neural_crest	0.894860187
GWAS&H3K27me3&H3K4me1&H3K4me3	0.894859227
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K36me3	0.894764327
GWAS&H3K27ac&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode	0.894696668
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&non_neuroectoderm&epidermal	0.894685006
GWAS&H3K4me1&H3K4me2&H3K4me3&H3K36me3&epidermal&placode	0.89458984
GWAS&H3K4me1&H3K36me3&non_neuroectoderm&neural_crest	0.894514827
GWAS&H3K27ac&H3K4me1&H3K4me2&epidermal	0.894474197
GWAS&H3K27ac&H3K4me2&H3K4me3&epidermal&neural_crest	0.894472466
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K4me3&H3K36me3&epidermal&placode	0.894440815
GWAS&H3K27me3&H3K4me2&H3K36me3&non_neuroectoderm	0.894404125
GWAS&H3K4me2&epidermal	0.894387782
GWAS&H3K4me2&non_neuroectoderm&neural_crest	0.894262272
GWAS&H3K27me3&H3K4me1&H3K4me3&epidermal	0.894238997
GWAS&H3K27me3&H3K36me3&neural_crest	0.894231811
GWAS&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode	0.894166054
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K36me3&epidermal&neural_crest	0.894102763
GWAS&H3K27ac&H3K27me3&H3K4me1&epidermal	0.894096014
GWAS&H3K27me3&H3K4me1&H3K4me3&non_neuroectoderm&epidermal&neural_crest	0.894026737
GWAS&H3K27ac&H3K27me3&epidermal&placode	0.894019241
GWAS&H3K27ac&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.893975558
GWAS&H3K27me3&H3K4me3	0.893935078
GWAS&H3K27me3&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.8938278
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&epidermal&placode	0.893767145
GWAS&H3K27ac&H3K4me1	0.893756715
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm&placode	0.893730948
GWAS&H3K4me2&H3K36me3&epidermal	0.893696716
GWAS&H3K27ac&H3K27me3&H3K4me3&non_neuroectoderm&placode	0.893672478
GWAS&H3K27ac&H3K4me3&epidermal&placode&neural_crest	0.893640287
GWAS&H3K27ac&H3K27me3&H3K4me1&placode	0.893479712
GWAS&H3K27ac&H3K27me3&neural_crest	0.893478872
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&placode&neural_crest	0.893449659
GWAS&placode&neural_crest	0.893442716
GWAS&H3K27ac&H3K4me1&H3K36me3&non_neuroectoderm&epidermal&placode	0.893383559
GWAS&H3K27me3&H3K4me2&non_neuroectoderm&epidermal&placode	0.893362061
GWAS&H3K4me1&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.893287167
GWAS&non_neuroectoderm	0.893236231
GWAS&H3K27ac&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.893206052
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&placode	0.893137
GWAS&H3K27me3&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm	0.892603324
GWAS&H3K27ac&H3K27me3&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.892582341
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K4me3&non_neuroectoderm	0.892546248
GWAS&H3K27ac&H3K4me3&epidermal&neural_crest	0.892471944
GWAS&H3K27ac&H3K27me3&H3K4me2&non_neuroectoderm&epidermal&placode	0.89237634
GWAS&H3K27ac&H3K27me3&H3K4me3&non_neuroectoderm	0.892333033
GWAS&H3K27ac&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode	0.892256227
GWAS&H3K4me1&H3K4me2	0.892242162
GWAS&H3K27me3&H3K4me2&H3K4me3&placode&neural_crest	0.892165586
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K36me3&placode&neural_crest	0.8919245
GWAS&H3K27me3&H3K36me3&epidermal&neural_crest	0.891892697
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K36me3&non_neuroectoderm&neural_crest	0.89189235
GWAS&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm&placode	0.891731639
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K36me3&placode	0.891644977
GWAS&H3K27me3&H3K4me2&non_neuroectoderm&epidermal&neural_crest	0.891607098
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&placode	0.891604288
GWAS&H3K27ac&H3K27me3&H3K4me3&placode&neural_crest	0.891523101
GWAS&H3K27ac&non_neuroectoderm&epidermal&neural_crest	0.891516545
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K36me3&epidermal&placode	0.891497171
GWAS&H3K4me1&H3K4me2&H3K4me3&H3K36me3&epidermal	0.891476932
GWAS&H3K27ac&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.891242029
GWAS&H3K27ac&H3K4me2&H3K36me3&non_neuroectoderm&neural_crest	0.891083031
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&epidermal&neural_crest	0.891066784
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K36me3&epidermal&placode	0.890950697
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K36me3&neural_crest	0.890933331
GWAS&H3K27ac&non_neuroectoderm&neural_crest	0.890803118
GWAS&H3K27ac&H3K4me3&H3K36me3&non_neuroectoderm&neural_crest	0.890636145
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3&epidermal&neural_crest	0.890567047
GWAS&H3K27me3&H3K4me2&non_neuroectoderm&placode	0.89035932
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K36me3&epidermal&placode	0.890356447
GWAS&H3K4me2&non_neuroectoderm&epidermal&neural_crest	0.890243608
GWAS&H3K27me3&H3K36me3	0.890166843
